S,python_avg_key_comparisons,python_avg_sort_time,c_avg_key_comparisons,c_avg_sort_time
10,12916823.0,4.500324090321858,11252299.666666666,0.3485410213470459
11,12916823.0,4.529100259145101,11252299.666666666,0.3216070334116618
12,12916823.0,5.499725739161174,11252299.666666666,0.34971165657043457
13,12916823.0,4.89112114906311,11252299.666666666,0.3428046703338623
14,12916823.0,6.434713045756022,11252299.666666666,0.44940368334452313
